번호,종목명,평가액(억 원),자산군 내 비중(퍼센트),지분율(퍼센트)
1044,DRAFTKINGS INC CL A,347,0.01,0.16
1045,AEON CO LTD,346,0.01,0.14
1046,AMCOR PLC,344,0.01,0.19
1047,CMS ENERGY CORP,344,0.01,0.16
1048,ZTO EXPRESS CAYMAN INC ADR,342,0.01,0.21
1049,SCHINDLER HOLDING PART CERT,339,0.01,0.26
1050,APA CORP,338,0.01,0.24
1051,OKTA INC,337,0.01,0.18
1052,AGRICULTURAL BANK OF CHINA H,336,0.01,0.22
1053,STRATEGIC EDUCATION INC,336,0.01,1.15
1054,LAND SECURITIES GROUP PLC,336,0.01,0.39
1055,GUIDEWIRE SOFTWARE INC,334,0.01,0.29
1056,CHESAPEAKE ENERGY CORP,333,0.01,0.26
1057,RIYAD BANK,331,0.01,0.11
1058,SUN COMMUNITIES INC,330,0.01,0.15
1059,ERSTE GROUP BANK AG,329,0.01,0.15
1060,CARREFOUR SA,328,0.01,0.2
1061,RIVIAN AUTOMOTIVE INC A,327,0.01,0.11
1062,MEGA FINANCIAL HOLDING CO LT,327,0.01,0.14
1063,AVERY DENNISON CORP,327,0.01,0.16
1064,SUN PHARMACEUTICAL INDUS,325,0.01,0.07
1065,INTERACTIVE BROKERS GRO CL A,325,0.01,0.28
1066,CAPITEC BANK HOLDINGS LTD,324,0.01,0.2
1067,UNICHARM CORP,323,0.01,0.11
1068,QUEBECOR INC   CL B,322,0.01,0.68
1069,WEG SA,321,0.01,0.08
1070,CATHAY FINANCIAL HOLDING CO,320,0.01,0.11
1071,CHINA SHENHUA ENERGY CO H,320,0.01,0.21
1072,NOVATEK PJSC,320,0.01,0.05
1073,BANDAI NAMCO HOLDINGS INC,320,0.01,0.19
1074,SUNNY OPTICAL TECH,320,0.01,0.25
1075,VISTRA CORP,318,0.01,0.18
1076,REALTEK SEMICONDUCTOR CORP,315,0.01,0.31
1077,PUBLIC BANK BERHAD,314,0.01,0.13
1078,ATMOS ENERGY CORP,313,0.01,0.14
1079,UNI PRESIDENT ENTERPRISES CO,312,0.01,0.18
1080,LOJAS RENNER S.A.,312,0.01,0.7
1081,AMBEV SA ADR,311,0.01,0.05
1082,SHENZHEN MINDRAY BIO MEDIC A,311,0.01,0.05
1083,SKF AB B SHARES,309,0.01,0.28
1084,VAIL RESORTS INC,306,0.01,0.29
1085,BERKELEY GROUP HOLDINGS/THE,305,0.01,0.37
1086,ALLEGION PLC,304,0.01,0.21
1087,CLICKS GROUP LTD,304,0.01,0.56
1088,LIBERTY MEDIA CORP LIB NEW C,301,0.01,0.18
1089,BID CORP LTD,301,0.01,0.3
1090,WINGSTOP INC,301,0.01,0.31
1091,MISUMI GROUP INC,297,0.01,0.48
1092,AMERICA MOVIL SAB DE CV,294,0.01,0.04
1093,EXACT SCIENCES CORP,294,0.01,0.17
1094,MONCLER SPA,293,0.01,0.13
1095,PACIFIC BASIN SHIPPING LTD,293,0.01,1.31
1096,CITIC SECURITIES CO LTD H,293,0.01,0.42
1097,SS+C TECHNOLOGIES HOLDINGS,291,0.01,0.15
1098,CHINA PETROLEUM + CHEMICAL H,289,0.01,0.17
1099,DROPBOX INC CLASS A,289,0.01,0.29
1100,BRITANNIA INDUSTRIES LTD,289,0.01,0.14
1101,CENTRICA PLC,287,0.01,0.23
1102,AEGON LTD,285,0.01,0.21
1103,QATAR ISLAMIC BANK,284,0.01,0.16
1104,SUNCORP GROUP LTD,283,0.01,0.18
1105,CARMAX INC,283,0.01,0.18
1106,AP MOLLER MAERSK A/S B,280,0.01,0.16
1107,GALP ENERGIA SGPS SA,280,0.01,0.19
1108,POWSZECHNY ZAKLAD UBEZPIECZE,280,0.01,0.21
1109,EVERGREEN MARINE CORP LTD,279,0.01,0.22
1110,SOJITZ CORP,278,0.01,0.42
1111,EISAI CO LTD,276,0.01,0.14
1112,TAPESTRY INC,276,0.01,0.25
1113,PRIO SA,276,0.01,0.25
1114,CIPLA LTD,275,0.01,0.18
1115,ALLIANT ENERGY CORP,274,0.01,0.16
1116,WILLSCOT MOBILE MINI HOLDING,273,0.01,0.25
1117,TATA STEEL LTD,273,0.01,0.1
1118,BOUYGUES SA,273,0.01,0.15
1119,ISUZU MOTORS LTD,272,0.01,0.21
1120,SHISEIDO CO LTD,272,0.01,0.18
1121,WHEATON PRECIOUS METALS CORP,272,0.01,0.09
1122,SODEXO SA,269,0.01,0.13
1123,CEMEX SAB CPO,269,0.01,0.18
1124,BERKSHIRE HATHAWAY INC CL A,266,0.01,0.01
1125,YUANTA FINANCIAL HOLDING CO,264,0.01,0.18
1126,AGCO CORP,264,0.01,0.23
1127,NONGFU SPRING CO LTD H,264,0.01,0.07
1128,E.SUN FINANCIAL HOLDING CO,263,0.01,0.16
1129,FLOWSERVE CORP,263,0.01,0.38
1130,HDFC LIFE INSURANCE CO LTD,263,0.01,0.12
1131,GINKGO BIOWORKS HOLDINGS INC,261,0.01,0.73
1132,KUNLUN ENERGY CO LTD,259,0.01,0.26
1133,NITTO DENKO CORP,259,0.01,0.19
1134,YAGEO CORPORATION,257,0.01,0.24
1135,GRUPO AEROPORT DEL SURESTE B,256,0.01,0.24
1136,SHIMANO INC,256,0.01,0.14
1137,EUROFINS SCIENTIFIC,256,0.01,0.16
1138,TECHNIPFMC PLC,255,0.01,0.22
1139,HARGREAVES LANSDOWN PLC,255,0.01,0.45
1140,PROGYNY INC,253,0.01,0.55
1141,PKO BANK POLSKI SA,253,0.01,0.12
1142,PEGATRON CORP,253,0.01,0.26
1143,PETROLEO BRASIL SP PREF  ADR,252,0.01,0.05
1144,FIRST FINANCIAL HOLDING CO,251,0.01,0.16
1145,MALAYAN BANKING BHD,251,0.01,0.08
1146,EMIRATES NBD PJSC,250,0.01,0.07
1147,ACER INC,250,0.01,0.36
1148,NESTLE INDIA LTD,249,0.01,0.06
1149,FUYAO GLASS INDUSTRY GROUP H,249,0.01,0.65
1150,NEW ORIENTAL EDUCATION + TEC,248,0.01,0.16
1151,BRENNTAG SE,247,0.01,0.14
1152,NEDBANK GROUP LTD,246,0.01,0.33
1153,TERNIUM SA SPONSORED ADR,246,0.01,0.22
1154,AFFILIATED MANAGERS GROUP,245,0.01,0.38
1155,IPG PHOTONICS CORP,244,0.01,0.38
1156,JARDINE MATHESON HLDGS LTD,244,0.01,0.16
1157,BURBERRY GROUP PLC,243,0.01,0.29
1158,MTN GROUP LTD,242,0.01,0.16
1159,BP PLC SPONS ADR,241,0.01,0.02
1160,CROCS INC,241,0.01,0.33
1161,JAMES HARDIE INDUSTRIES CDI,240,0.01,0.11
1162,CANADIAN UTILITIES LTD A,239,0.01,0.38
1163,PURE STORAGE INC   CLASS A,238,0.01,0.16
1164,SVENSKA HANDELSBANKEN A SHS,235,0.01,0.09
1165,JIO FINANCIAL SERVICES LTD,235,0.01,0.1
1166,WULIANGYE YIBIN CO LTD A,235,0.01,0.02
1167,CHINA TOURISM GROUP DUTY F H,234,0.01,1.59
1168,BANK NEGARA INDONESIA PERSER,234,0.01,0.14
1169,HF SINCLAIR CORP,233,0.01,0.16
1170,CHINA STEEL CORP,231,0.01,0.13
1171,NAN YA PLASTICS CORP,231,0.01,0.1
1172,SEIKO EPSON CORP,230,0.01,0.31
1173,OGE ENERGY CORP,229,0.01,0.25
1174,SAUDI AWWAL BANK,229,0.01,0.09
1175,ALINMA BANK,228,0.01,0.09
1176,DLF LTD,226,0.01,0.08
1177,PTT EXPLORATION + PROD FOR,226,0.01,0.1
1178,VIPSHOP HOLDINGS LTD   ADR,226,0.01,0.21
1179,BHARAT ELECTRONICS LTD,224,0.01,0.11
1180,GEN DIGITAL INC,224,0.01,0.12
1181,KIMBERLY CLARK DE MEXICO A,224,0.01,0.48
1182,BOISE CASCADE CO,224,0.01,0.34
1183,VIBRA ENERGIA SA,223,0.01,0.32
1184,SINOPHARM GROUP CO H,222,0.01,0.49
1185,YAMAHA MOTOR CO LTD,221,0.01,0.18
1186,AMDOCS LTD,221,0.01,0.17
1187,PICC PROPERTY + CASUALTY H,220,0.01,0.21
1188,FIGS INC CLASS A,220,0.01,1.52
1189,FORMOSA PLASTICS CORP,219,0.01,0.1
1190,UCB SA,219,0.01,0.1
1191,ETIHAD ETISALAT CO,219,0.01,0.17
1192,LONGFOR GROUP HOLDINGS LTD,218,0.01,0.16
1193,BEIGENE LTD,218,0.01,0.1
1194,AMPOL LTD,218,0.01,0.29
1195,STOCKLAND,217,0.01,0.23
1196,FIRST INDUSTRIAL REALTY TR,217,0.01,0.24
1197,CHINA LIFE INSURANCE CO H,216,0.01,0.17
1198,POWER FINANCE CORPORATION,216,0.01,0.11
1199,FRESNILLO PLC,215,0.01,0.3
1200,CHAILEASE HOLDING CO LTD,214,0.01,0.16
1201,ENEOS HOLDINGS INC,214,0.01,0.14
1202,CHINA MERCHANTS BANK A,214,0.01,0.02
1203,TELEFONICA BRASIL S.A.,212,0.01,0.09
1204,OIL + NATURAL GAS CORP LTD,212,0.01,0.05
1205,UNITED TRACTORS TBK PT,209,0.01,0.3
1206,BAIDU INC   SPON ADR,209,0.01,0.05
1207,BANCO BTG PACTUAL SA UNIT,209,0.01,0.05
1208,BANGKOK DUSIT MED SERVI NVDR,208,0.01,0.12
1209,RPM INTERNATIONAL INC,208,0.01,0.11
1210,LARGAN PRECISION CO LTD,207,0.01,0.13
1211,DINO POLSKA SA,206,0.01,0.14
1212,TENCENT MUSIC ENTERTAINM ADR,206,0.01,0.2
1213,CHARLES RIVER LABORATORIES,205,0.01,0.13
1214,SUZANO SA,204,0.01,0.11
1215,MUYUAN FOODS CO LTD A,204,0.01,0.05
1216,TAIWAN COOPERATIVE FINANCIAL,203,0.01,0.12
1217,ENGIE BRASIL ENERGIA SA,202,0.01,0.21
1218,RICOH CO LTD,200,0.01,0.33
1219,INPOST SA,199,0.01,0.22
1220,TRIP.COM GROUP LTD ADR,197,0.01,0.07
1221,SOC QUIMICA Y MINERA CHILE B,197,0.01,0.18
1222,GRUPO AEROPORT DEL PACIFIC B,197,0.01,0.2
1223,GLOBANT SA,197,0.01,0.15
1224,TEXAS ROADHOUSE INC,197,0.01,0.19
1225,LITE ON TECHNOLOGY CORP,196,0.01,0.17
1226,TIM SA,196,0.01,0.17
1227,SBERBANK OF RUSSIA PJSC,196,0.01,0.02
1228,SABIC AGRI NUTRIENTS CO,195,0.01,0.09
1229,ULTRAPAR PARTICIPACOES SA,195,0.01,0.25
1230,FIRST QUANTUM MINERALS LTD,194,0.01,0.22
1231,M/I HOMES INC,193,0.01,0.39
1232,MMC NORILSK NICKEL PJSC,193,0.01,0.05
1233,WIWYNN CORP,193,0.01,0.14
1234,VOESTALPINE AG,193,0.01,0.27
1235,CHINA CITIC BANK CORP LTD H,193,0.01,0.21
1236,RAIZEN SA   PREFERENCE,193,0.01,1.33
1237,JERONIMO MARTINS,192,0.01,0.09
1238,KONINKLIJKE KPN NV,192,0.01,0.11
1239,CIMB GROUP HOLDINGS BHD,192,0.01,0.11
1240,REC LTD,192,0.01,0.11
1241,SONIC HEALTHCARE LTD,192,0.01,0.14
1242,TATNEFT PJSC,192,0.01,0.09
1243,SANDS CHINA LTD,190,0.01,0.06
1244,JIANGSU HENGRUI PHARMACEUT A,190,0.01,0.04
1245,CHOLAMANDALAM INVESTMENT AND,190,0.01,0.12
1246,ZILLOW GROUP INC   C,190,0.01,0.15
1247,CASEY S GENERAL STORES INC,189,0.01,0.14
1248,WESTERN UNION CO,188,0.01,0.36
1249,BANGKOK BANK PUBLIC CO NVDR,188,0.01,0.17
1250,SYENSQO SA,188,0.01,0.13
1251,WISTRON CORP,187,0.01,0.16
1252,CSPC PHARMACEUTICAL GROUP LT,187,0.01,0.13
1253,AENA SME SA,187,0.01,0.05
1254,ASR NEDERLAND NV,187,0.01,0.15
1255,TECH MAHINDRA LTD,187,0.01,0.1
1256,PTT PCL NVDR,186,0.01,0.05
1257,GLOBALWAFERS CO LTD,184,0.01,0.17
1258,NUTRIEN LTD,183,0.01,0.05
1259,COAL INDIA LTD,183,0.01,0.05
1260,ANGLOGOLD ASHANTI PLC,182,0.01,0.17
1261,NIPPON EXPRESS HOLDINGS INC,182,0.01,0.27
1262,SINGAPORE EXCHANGE LTD,181,0.01,0.18
1263,DENTSPLY SIRONA INC,180,0.01,0.19
1264,UPL LTD,179,0.01,0.26
1265,BIDVEST GROUP LTD,179,0.01,0.3
1266,SILERGY CORP,179,0.01,0.22
1267,TREX COMPANY INC,178,0.01,0.15
1268,AVENUE SUPERMARTS LTD,178,0.01,0.04
1269,DCC PLC,178,0.01,0.19
1270,MACNICA HOLDINGS INC,177,0.01,0.43
1271,AIRTAC INTERNATIONAL GROUP,177,0.01,0.21
1272,VODACOM GROUP LTD,177,0.01,0.11
1273,ORIENT OVERSEAS INTL LTD,177,0.01,0.15
1274,WOOLWORTHS HOLDINGS LTD,177,0.01,0.35
1275,BERRY GLOBAL GROUP INC,176,0.01,0.18
1276,EMPIRE CO LTD  A,176,0.01,0.35
1277,MOL HUNGARIAN OIL AND GAS PL,176,0.01,0.2
1278,GEELY AUTOMOBILE HOLDINGS LT,176,0.01,0.12
1279,HEINEKEN HOLDING NV,176,0.01,0.06
1280,BANK OF COMMUNICATIONS CO H,175,0.01,0.06
1281,ANGLO AMERICAN PLATINUM LTD,175,0.01,0.1
1282,UNIMICRON TECHNOLOGY CORP,174,0.01,0.15
1283,BHARAT PETROLEUM CORP LTD,174,0.01,0.11
1284,GERDAU SA PREF,174,0.01,0.24
1285,BROTHER INDUSTRIES LTD,173,0.01,0.33
1286,TAYLOR MORRISON HOME CORP,173,0.01,0.24
1287,EQUATORIAL ENERGIA SA   ORD,173,0.01,0.16
1288,COLGATE PALMOLIVE (INDIA),173,0.01,0.16
1289,ALPHA SERVICES AND HOLDINGS,173,0.01,0.34
1290,BAJAJ FINSERV LTD,173,0.01,0.04
1291,WPP PLC,172,0.01,0.13
1292,CCR SA,172,0.01,0.23
1293,PRESIDENT CHAIN STORE CORP,172,0.01,0.15
1294,A2A SPA,172,0.01,0.21
1295,AUTOHOME INC ADR,172,0.01,0.39
1296,TAIWAN CEMENT,172,0.01,0.16
1297,INSULET CORP,171,0.01,0.09
1298,FIDELITY NATIONAL FINANCIAL,171,0.01,0.1
1299,DOLBY LABORATORIES INC CL A,170,0.01,0.26
1300,SHOPRITE HOLDINGS LTD,170,0.01,0.15
1301,XPENG INC   CLASS A SHARES,170,0.01,0.12
1302,DR. REDDY S LABORATORIES,170,0.01,0.11
1303,SAINSBURY (J) PLC,170,0.01,0.14
1304,LI NING CO LTD,170,0.01,0.19
1305,HEALTHEQUITY INC,169,0.01,0.23
1306,JUNIPER NETWORKS INC,169,0.01,0.14
1307,BUDWEISER BREWING CO APAC LT,169,0.01,0.05
1308,ABSA GROUP LTD,168,0.01,0.16
1309,FIRST AMERICAN FINANCIAL,168,0.01,0.2
1310,BANK PEKAO SA,168,0.01,0.13
1311,SURGERY PARTNERS INC,168,0.01,0.32
1312,IHI CORP,168,0.01,0.43
1313,BANK LEUMI LE ISRAEL,167,0.01,0.1
1314,EVA AIRWAYS CORP,167,0.01,0.23
1315,TATA CONSUMER PRODUCTS LTD,166,0.01,0.1
1316,ORKLA ASA,166,0.01,0.17
1317,CUMMINS INDIA LTD,166,0.01,0.2
1318,NOMURA REAL ESTATE HOLDINGS,166,0.01,0.27
1319,ABU DHABI ISLAMIC BANK,165,0.01,0.13
1320,HDFC ASSET MANAGEMENT CO LTD,164,0.01,0.16
1321,ABU DHABI COMMERCIAL BANK,164,0.01,0.07
1322,NARI TECHNOLOGY CO LTD A,164,0.01,0.05
1323,BANK OF IRELAND GROUP PLC,164,0.01,0.13
1324,RADIAN GROUP INC,163,0.01,0.29
1325,HOTAI MOTOR COMPANY LTD,162,0.01,0.1
1326,KIRIN HOLDINGS CO LTD,162,0.01,0.09
1327,LA FRANCAISE DES JEUX SAEM,162,0.01,0.18
1328,AVNET INC,162,0.01,0.28
1329,NVENT ELECTRIC PLC,162,0.01,0.13
1330,WIPRO LTD,162,0.01,0.04
1331,HOSHIZAKI CORP,162,0.01,0.24
1332,SINOPAC FINANCIAL HOLDINGS,162,0.01,0.16
1333,ZOMATO LTD,161,0.01,0.1
1334,NNN REIT INC,161,0.01,0.16
1335,NOBLE CORP PLC,161,0.01,0.18
1336,DOCUSIGN INC,161,0.01,0.1
1337,ARROW ELECTRONICS INC,161,0.01,0.19
1338,FORMOSA CHEMICALS + FIBRE,160,0,0.1
1339,CHINA RESOURCES BEER HOLDING,160,0,0.09
1340,TINGYI (CAYMAN ISLN) HLDG CO,160,0,0.18
1341,CEZ AS,159,0,0.05
1342,RESONA HOLDINGS INC,159,0,0.1
1343,HUNTINGTON INGALLS INDUSTRIE,159,0,0.12
1344,JAZZ PHARMACEUTICALS PLC,158,0,0.16
1345,CK ASSET HOLDINGS LTD,158,0,0.07
1346,QUIMICA Y MINERA CHIL SP ADR,157,0,0.14
1347,HENGAN INTL GROUP CO LTD,157,0,0.28
1348,ZIJIN MINING GROUP CO LTD A,157,0,0.03
1349,CITIC LTD,157,0,0.04
1350,COMMERZBANK AG,156,0,0.08
1351,ECLAT TEXTILE COMPANY LTD,156,0,0.24
1352,EMEMORY TECHNOLOGY INC,155,0,0.2
1353,BANQUE SAUDI FRANSI,155,0,0.09
1354,PIDILITE INDUSTRIES LTD,155,0,0.07
1355,CHROMA ATE INC,155,0,0.41
1356,ENN ENERGY HOLDINGS LTD,155,0,0.14
1357,GRUPO BIMBO SAB  SERIES A,155,0,0.05
1358,APOLLO HOSPITALS ENTERPRISE,155,0,0.12
1359,ACWA POWER CO,154,0,0.02
1360,CHINA OVERSEAS LAND + INVEST,154,0,0.06
1361,EICHER MOTORS LTD,154,0,0.09
1362,GRASIM INDUSTRIES LTD,153,0,0.07
1363,MAZDA MOTOR CORP,153,0,0.17
1364,LTIMINDTREE LTD,152,0,0.05
1365,TRENT LTD FOREIGN,152,0,0.09
1366,VARUN BEVERAGES LTD,151,0,0.06
1367,BIRKENSTOCK HOLDING PLC,151,0,0.13
1368,DR SULAIMAN AL HABIB MEDICAL,150,0,0.04
1369,AMKOR TECHNOLOGY INC,150,0,0.14
1370,NRG ENERGY INC,150,0,0.11
1371,ENDEAVOR GROUP HOLD CLASS A,150,0,0.16
1372,TAISHIN FINANCIAL HOLDING,150,0,0.16
1373,INNOVENT BIOLOGICS INC,150,0,0.13
1374,LEONARDO SPA,149,0,0.12
1375,AERCAP HOLDINGS NV,149,0,0.08
1376,TONGCHENG TRAVEL HOLDINGS LT,149,0,0.28
1377,BURLINGTON STORES INC,148,0,0.09
1378,GRUPO CARSO SAB DE CV SER A1,147,0,0.05
1379,JSC KASPI.KZ ADR,147,0,0.07
1380,CONVATEC GROUP PLC,146,0,0.18
1381,INGREDION INC,146,0,0.16
1382,AMERICAN FINANCIAL GROUP INC,146,0,0.11
1383,ADANI PORTS AND SPECIAL ECON,146,0,0.04
1384,HUA NAN FINANCIAL HOLDINGS C,146,0,0.11
1385,GILDAN ACTIVEWEAR INC,146,0,0.2
1386,EASTMAN CHEMICAL CO,145,0,0.11
1387,SUMMIT MATERIALS INC  CL A,145,0,0.17
1388,CHINA DEVELOPMENT FINANCIAL,145,0,0.16
1389,SBI HOLDINGS INC,144,0,0.18
1390,DELTA AIR LINES INC,143,0,0.04
1391,MAX HEALTHCARE INSTITUTE LTD,143,0,0.14
1392,PBF ENERGY INC CLASS A,143,0,0.21
1393,MSC INDUSTRIAL DIRECT CO A,143,0,0.19
1394,JSW STEEL LTD,142,0,0.04
1395,WESTROCK CO,142,0,0.1
1396,ORBIA ADVANCE CORP SAB DE CV,142,0,0.25
1397,ROYAL GOLD INC,141,0,0.14
1398,COMMERCIAL BANK PSQC,141,0,0.16
1399,CHINA MERCHANTS BANK A,140,0,0.01
1400,MONDI PLC,140,0,0.11
1401,CHINA MEDICAL SYSTEM HOLDING,140,0,0.25
1402,SHENZHEN MINDRAY BIO MEDIC A,139,0,0.02
1403,DUOLINGO,139,0,0.13
1404,BANCO DE CHILE,139,0,0.09
1405,RUMO SA,137,0,0.12
1406,TATA POWER CO LTD,137,0,0.08
1407,MERITAGE HOMES CORP,136,0,0.17
1408,SM PRIME HOLDINGS INC,136,0,0.06
1409,COMPAL ELECTRONICS,136,0,0.18
1410,SUNGROW POWER SUPPLY CO LT A,136,0,0.06
1411,YARA INTERNATIONAL ASA,136,0,0.12
1412,ROYALTY PHARMA PLC  CL A,136,0,0.08
1413,NATIONAL BANK OF GREECE,136,0,0.17
1414,TOSOH CORP,136,0,0.25
1415,ADANI GREEN ENERGY LTD,136,0,0.03
1416,WANT WANT CHINA HOLDINGS LTD,136,0,0.15
1417,HINDUSTAN AERONAUTICS LTD,135,0,0.05
1418,OSHKOSH CORP,134,0,0.15
1419,RS GROUP PLC,134,0,0.21
1420,BT GROUP PLC,134,0,0.07
1421,TENAGA NASIONAL BHD,134,0,0.08
1422,SAHARA INTERNATIONAL PETROCH,133,0,0.15
1423,BOSTON PROPERTIES INC,133,0,0.09
1424,AES CORP,133,0,0.08
1425,THE SHANGHAI COMMERCIAL + SA,132,0,0.14
1426,ALLEGRO.EU SA,132,0,0.11
1427,ALCHIP TECHNOLOGIES LTD,132,0,0.12
1428,KINGDEE INTERNATIONAL SFTWR,132,0,0.2
1429,DAITO TRUST CONSTRUCT CO LTD,132,0,0.13
1430,ADANI ENTERPRISES LTD,132,0,0.03
1431,BUNZL PLC,131,0,0.07
1432,ALDAR PROPERTIES PJSC,131,0,0.09
1433,SUNGROW POWER SUPPLY CO LT A,131,0,0.06
1434,BANK ALBILAD,131,0,0.08
1435,SASOL LTD,131,0,0.16
1436,IRIDIUM COMMUNICATIONS INC,131,0,0.2
1437,LIBERTY GLOBAL LTD A,130,0,0.33
1438,CHINA PACIFIC INSURANCE GR A,130,0,0.11
1439,ARCA CONTINENTAL SAB DE CV,130,0,0.05
1440,ROSNEFT OIL CO PJSC,130,0,0.01
1441,IA FINANCIAL CORP INC,130,0,0.15
1442,SPECTRIS PLC,130,0,0.21
1443,DAVITA INC,130,0,0.11
1444,TVS MOTOR CO LTD,130,0,0.09
1445,BDO UNIBANK INC,130,0,0.08
1446,RYDER SYSTEM INC,129,0,0.2
1447,ELM CO,129,0,0.06
1448,HIROSE ELECTRIC CO LTD,128,0,0.24
1449,CHINA RESOURCES POWER HOLDIN,128,0,0.1
1450,OTSUKA CORP,128,0,0.06
1451,NANYA TECHNOLOGY CORP,128,0,0.13
1452,UNIBAIL RODAMCO WESTFIELD,127,0,0.1
1453,UNITED INTERNET AG REG SHARE,127,0,0.2
1454,MGIC INVESTMENT CORP,127,0,0.19
1455,DUBAI ISLAMIC BANK,127,0,0.09
1456,YELP INC,127,0,0.3
1457,GODREJ CONSUMER PRODUCTS LTD,126,0,0.07
1458,TAIWAN MOBILE CO LTD,126,0,0.08
1459,WEIR GROUP PLC/THE,126,0,0.16
1460,E INK HOLDINGS INC,126,0,0.13
1461,INNER MONGOLIA YILI INDUS A,126,0,0.04
1462,JEFFERIES FINANCIAL GROUP IN,126,0,0.11
1463,TAL EDUCATION GROUP  ADR,125,0,0.16
1464,ADVANTECH CO LTD,125,0,0.09
1465,JACKSON FINANCIAL INC A,125,0,0.24
1466,PANDORA A/S,125,0,0.08
1467,JD HEALTH INTERNATIONAL INC,125,0,0.06
1468,ASPEN PHARMACARE HOLDINGS LT,125,0,0.2
1469,BAJAJ AUTO LTD,124,0,0.04
1470,DIVI S LABORATORIES LTD,124,0,0.08
1471,CHINA PACIFIC INSURANCE GR H,123,0,0.17
1472,CANADIAN NATURAL RESOURCES,123,0,0.01
1473,CARTER S INC,123,0,0.35
1474,HERO MOTOCORP LTD,123,0,0.1
1475,SUPCON TECHNOLOGY CO LTD A,123,0,0.19
1476,MITSUBISHI HC CAPITAL INC,122,0,0.1
1477,TORAY INDUSTRIES INC,122,0,0.11
1478,CIA DE DISTRIBUCION INTEGRAL,122,0,0.26
1479,INDUSTRIES QATAR,121,0,0.04
1480,IMI PLC,121,0,0.17
1481,HOST HOTELS + RESORTS INC,121,0,0.07
1482,INNOLUX CORP,120,0,0.22
1483,INNER MONGOLIA YILI INDUS A,120,0,0.04
1484,HUADONG MEDICINE CO LTD A,119,0,0.09
1485,CHAOZHOU THREE CIRCLE GROU A,119,0,0.12
1486,TD SYNNEX CORP,119,0,0.1
1487,SENDAS DISTRIBUIDORA SA,119,0,0.24
1488,IGO LTD,119,0,0.2
1489,TRUST FIBRA UNO,119,0,0.13
1490,UFP INDUSTRIES INC,119,0,0.12
1491,CIRRUS LOGIC INC,119,0,0.2
1492,COCA COLA FEMSA SAB DE CV,118,0,0.18
1493,ACADEMY SPORTS + OUTDOORS IN,118,0,0.19
1494,BWX TECHNOLOGIES INC,118,0,0.13
1495,WPG HOLDINGS LTD,118,0,0.2
1496,CIA SANEAMENTO BASICO DE SP,118,0,0.09
1497,YANDEX NV A,117,0,0.1
1498,ARAB NATIONAL BANK,117,0,0.09
1499,INDUS TOWERS LTD,117,0,0.14
1500,KE HOLDINGS INC CL A,116,0,0.05
1501,GLOBAL UNICHIP CORP,116,0,0.12
1502,POPULAR INC,116,0,0.15
1503,DISCOVERY LTD,116,0,0.17
1504,NOVA LTD,116,0,0.23
1505,NEXSTAR MEDIA GROUP INC,116,0,0.17
1506,INDUSTRIAS PENOLES SAB DE CV,116,0,0.15
1507,EMPYREAN TECHNOLOGY CO LTD A,116,0,0.11
1508,ADANI POWER LTD,116,0,0.04
1509,LUPIN LTD,115,0,0.12
1510,GODADDY INC   CLASS A,115,0,0.06
1511,ARCBEST CORP,115,0,0.32
1512,BANCO BRADESCO S.A.,115,0,0.05
1513,LPP SA,114,0,0.14
1514,INVENTEC CORP,114,0,0.14
1515,GREE ELECTRIC APPLIANCES I A,114,0,0.03
1516,CANADIAN TIRE CORP CLASS A,113,0,0.16
1517,MAN GROUP PLC/JERSEY,113,0,0.25
1518,KOBE STEEL LTD,113,0,0.17
1519,GRAPHIC PACKAGING HOLDING CO,113,0,0.12
1520,GRUPO FINANCIERO INBURSA O,113,0,0.05
1521,ZIONS BANCORP NA,113,0,0.13
1522,PENSKE AUTOMOTIVE GROUP INC,112,0,0.08
1523,ONO PHARMACEUTICAL CO LTD,112,0,0.1
1524,NINE DRAGONS PAPER HOLDINGS,112,0,0.37
1525,NEWMARKET CORP,111,0,0.16
1526,COMMERCIAL INTERNATIONAL BAN,111,0,0.12
1527,CP ALL PCL FOREIGN,111,0,0.06
1528,INTERGLOBE AVIATION LTD,111,0,0.06
1529,ANTOFAGASTA PLC,110,0,0.04
1530,CHINA TOURISM GROUP DUTY F A,110,0,0.04
1531,INDIAN OIL CORP LTD,110,0,0.04
1532,COSAN SA,109,0,0.11
1533,SHENZHEN INOVANCE TECHNOLO A,109,0,0.04
1534,SINO BIOPHARMACEUTICAL,109,0,0.1
1535,INTL CONTAINER TERM SVCS INC,109,0,0.09
1536,LUXSHARE PRECISION INDUSTR A,109,0,0.02
1537,CHUBU ELECTRIC POWER CO INC,109,0,0.09
1538,TOLL BROTHERS INC,108,0,0.08
1539,ALUMINUM CORP OF CHINA LTD A,108,0,0.08
1540,BUMRUNGRAD HOSPITAL PCL NVDR,108,0,0.16
1541,BRP INC/CA  SUB VOTING,108,0,0.33
1542,TUBE INVESTMENTS OF INDIA LT,107,0,0.1
1543,EAST MONEY INFORMATION CO A,107,0,0.03
1544,AGC INC,107,0,0.1
1545,CONTEMPORARY AMPEREX TECHN A,107,0,0.01
1546,CRODA INTERNATIONAL PLC,107,0,0.09
1547,SIAM CEMENT PCL NVDR,106,0,0.08
1548,EUROBANK ERGASIAS SERVICES A,106,0,0.12
1549,UGI CORP,106,0,0.16
